row	title
1332	Madeline
1333	Small Soldiers
1334	Pi
1335	Whatever
1336	There's Something About Mary
1337	Plan 9 from Outer Space
1338	Wings
1339	The Broadway Melody
1340	All Quiet on the Western Front
1341	Cimarron
1342	Grand Hotel
1343	Cavalcade
1344	Mutiny on the Bounty
1345	The Great Ziegfeld
1346	The Life of Emile Zola
1347	You Can't Take It With You
1348	How Green Was My Valley
1349	Mrs. Miniver
1350	Going My Way
1351	The Lost Weekend
1352	The Best Years of Our Lives
1353	All the King's Men
1354	From Here to Eternity
1355	On the Waterfront
1356	Marty
1357	West Side Story
1358	Tom Jones
1359	A Man for All Seasons
1360	In the Heat of the Night
1361	Oliver!
1362	Midnight Cowboy
1363	The French Connection
1364	Rocky
1365	Kramer vs. Kramer
1366	Ordinary People
1367	Chariots of Fire
1368	Out of Africa
1369	The Last Emperor
1370	Rain Man
1371	Driving Miss Daisy
1372	Take the Money and Run
1373	Klute
1374	Repo Man
1375	Metropolitan
1376	Labyrinth
1377	The Breakfast Club
1378	A Nightmare on Elm Street Part 2: Freddy's Revenge
1379	A Nightmare on Elm Street 3: Dream Warriors
1380	A Nightmare on Elm Street 4: The Dream Master
1381	A Nightmare on Elm Street 5: The Dream Child
1382	Freddy's Dead: The Final Nightmare
1383	Friday the 13th
1384	Friday the 13th Part 2
1385	Friday the 13th Part III
1386	Friday the 13th: The Final Chapter
1387	Friday the 13th: A New Beginning
1388	Friday the 13th Part VI: Jason Lives
1389	Friday the 13th Part VII: The New Blood
1390	Friday the 13th Part VIII: Jason Takes Manhattan
1391	Halloween
1392	Halloween II
1393	Halloween III: Season of the Witch
1394	Halloween 4: The Return of Michael Myers
1395	Halloween 5: The Revenge of Michael Myers
1396	Prom Night
1397	Hello Mary Lou: Prom Night II
1398	Prom Night III: The Last Kiss
1399	Prom Night IV: Deliver Us from Evil
1400	Child's Play
1401	Child's Play 2
1402	Child's Play 3
1403	Poltergeist
1404	Poltergeist II: The Other Side
1405	Poltergeist III
1406	The Exorcist
1407	Exorcist II: The Heretic
1408	The Exorcist III
1409	Lethal Weapon
1410	Lethal Weapon 2
1411	Lethal Weapon 3
1412	Gremlins
1413	Gremlins 2: The New Batch
1414	The Goonies
1415	The Mask of Zorro
1416	Polish Wedding
1417	This World, Then the Fireworks
1418	Soylent Green
1419	Metropolis
1420	Back to the Future Part II
1421	Back to the Future Part III
1422	The Poseidon Adventure
1423	Freaky Friday
1424	The Absent-Minded Professor
1425	The Apple Dumpling Gang Rides Again
1426	Bambi
1427	Seven Samurai
1428	Dangerous Liaisons
1429	Dune
1430	The Godfather: Part III
1431	The Rapture
1432	Lolita
1433	Disturbing Behavior
1434	Jane Austen's Mafia!
1435	Saving Private Ryan
1436	Billy's Hollywood Screen Kiss
1437	The Barefoot Executive
1438	The Black Cauldron
1439	The Black Hole
1440	Blackbeard's Ghost
1441	Blank Check
1442	The Cat from Outer Space
1443	Condorman
1444	D2: The Mighty Ducks
1445	The Devil and Max Devlin
1446	A Far Off Place
1447	Flight of the Navigator
1448	The Gnome-Mobile
1449	The Great Mouse Detective
1450	Herbie Goes Bananas
1451	Herbie Goes To Monte Carlo
1452	Hocus Pocus
1453	Honey I Blew Up the Kid
1454	Honey, I Shrunk the Kids
1455	In Search of the Castaways
1456	The Incredible Journey
1457	The Negotiator
1458	The Parent Trap
1459	BASEketball
1460	Full Tilt Boogie
1461	Out of the Past
1462	Doctor Zhivago
1463	Tender Mercies
1464	The 'Burbs
1465	The Night Porter
1466	Blue Velvet
1467	The Jungle Book
1468	Lady and the Tramp
1469	The Little Mermaid
1470	The Mighty Ducks
1471	Newsies
1472	One Hundred and One Dalmatians
1473	Peter Pan
1474	Popeye
1475	The Rescuers
1476	Return from Witch Mountain
1477	The Return of Jafar
1478	Return to Oz
1479	The Rocketeer
1480	The Shaggy D.A.
1481	Sleeping Beauty
1482	Something Wicked This Way Comes
1483	Son of Flubber
1484	Song of the South
1485	Splash
1486	Tall Tale
1487	Tron
1488	Swing Kids
1489	Halloween: H20
1490	The Jerk
1491	Dead Men Don't Wear Plaid
1492	The Man with Two Brains
1493	Graveyard Shift
1494	The Outsiders
1495	Indiana Jones and the Temple of Doom
1496	The Lord of the Rings
1497	Nineteen Eighty-Four
1498	The Dead Zone
1499	Maximum Overdrive
1500	Needful Things
1501	Cujo
1502	Children of the Corn
1503	All Dogs Go to Heaven
1504	The Addams Family
1505	Ever After: A Cinderella Story
1506	Snake Eyes
1507	Safe Men
1508	Atlantic City
1509	Who's Afraid of Virginia Woolf?
1510	Adventures in Babysitting
1511	Weird Science
1512	Doctor Dolittle
1513	The Nutty Professor
1514	Charlotte's Web
1515	Watership Down
1516	The Secret of NIMH
1517	The Dark Crystal
1518	An American Tail
1519	An American Tail: Fievel Goes West
1520	Legend
1521	Sixteen Candles
1522	Pretty in Pink
1523	St. Elmo's Fire
1524	The Clan of the Cave Bear
1525	House
1526	House II: The Second Story
1527	The Gods Must Be Crazy
1528	The Gods Must Be Crazy II
1529	The Avengers
1530	How Stella Got Her Groove Back
1531	Slums of Beverly Hills
1532	The Best Man
1533	Henry II, Portrait of a Serial Killer
1534	Henry: Portrait of a Serial Killer
1535	Rosemary's Baby
1536	The NeverEnding Story
1537	The Neverending Story II: The Next Chapter
1538	Attack of the Killer Tomatoes!
1539	Your Friends & Neighbors
1540	Return to Paradise
1541	Blade
1542	Dance with Me
1543	Wrongfully Accused
1544	Next Stop Wonderland
1545	All I Wanna Do
1546	Beetlejuice
1547	Déjà Vu
1548	Family Plot
1549	Frenzy
1550	Topaz
1551	Torn Curtain
1552	Marnie
1553	The Wrong Man
1554	The Man Who Knew Too Much
1555	The Trouble with Harry
1556	I Confess
1557	Strangers on a Train
1558	Stage Fright
1559	54
1560	Why Do Fools Fall In Love
1561	Willow
1562	The Untouchables
1563	Dirty Work
1564	Knock Off
1565	Firelight
1566	Modulations
1567	Phoenix
1568	Under Capricorn
1569	Lifeboat
1570	Shadow of a Doubt
1571	Saboteur
1572	Mr. & Mrs. Smith
1573	Suspicion
1574	The Lady Vanishes
1575	Young and Innocent
1576	Sabotage
1577	The Man Who Knew Too Much
1578	Blackmail
1579	The Ring
1580	Rounders
1581	Cube
1582	Digging to China
1583	One Man's Hero
1584	Simon Birch
1585	Without Limits
1586	My Bodyguard
1587	Class
1588	Grandview, U.S.A.
1589	Broadcast News
1590	The Allnighter
1591	Working Girl
1592	Married to the Mob
1593	Say Anything...
1594	My Blue Heaven
1595	Hero
1596	Toys
1597	Young Doctors in Love
1598	Parasite
1599	No Small Affair
1600	Blame It on Rio
1601	Wisdom
1602	One Crazy Summer
1603	About Last Night...
1604	The Seventh Sign
1605	We're No Angels
1606	Nothing but Trouble
1607	The Butcher's Wife
1608	Mortal Thoughts
1609	Indecent Proposal
1610	Permanent Midnight
1611	One True Thing
1612	Rush Hour
1613	Six-String Samurai
1614	A Soldier's Daughter Never Cries
1615	Ronin
1616	Urban Legend
1617	Clay Pigeons
1618	Pecker
1619	The Sheltering Sky
1620	Bandit Queen
1621	If....
1622	The Fiendish Plot of Dr. Fu Manchu
1623	Them!
1624	The Thing
1625	The Player
1626	Edward Scissorhands
1627	Overnight Delivery
1628	Antz
1629	The Impostors
1630	A Night at the Roxbury
1631	What Dreams May Come
1632	Strangeland
1633	The Producers
1634	History of the World: Part I
1635	My Cousin Vinny
1636	Nashville
1637	Slam
1638	Holy Man
1639	Detroit 9000
1640	The Inheritors
1641	The Mighty
1642	2010
1643	Children of a Lesser God
1644	The Elephant Man
1645	Beloved
1646	Bride of Chucky
1647	Practical Magic
1648	The Alarmist
1649	Happiness
1650	Apt Pupil
1651	Pleasantville
1652	Soldier
1653	Life Is Beautiful
1654	Orgazmo
1655	Tales from the Darkside: The Movie
1656	Vampires
1657	American History X
1658	Belly
1659	The Siege
1660	The Waterboy
1661	Elizabeth
1662	Velvet Goldmine
1663	I Still Know What You Did Last Summer
1664	I'll Be Home for Christmas
1665	Meet Joe Black
1666	Dancing at Lughnasa
1667	Runaway Train
1668	The Stepford Wives
1669	The Pope of Greenwich Village
1670	Sid & Nancy
1671	Nights of Cabiria
1672	The Big Chill
1673	Enemy of the State
1674	A Bug's Life
1675	Celebrity
1676	Central Station
1677	Savior
1678	Waking Ned
1679	Pink Flamingos
1680	Glen or Glenda
1681	Godzilla
1682	Godzilla 1985
1683	King Kong vs. Godzilla
1684	King Kong
1685	King Kong
1686	King Kong Lives
1687	Desperately Seeking Susan
1688	The Emerald Forest
1689	Fletch
1690	Fletch Lives
1691	Red Sonja
1692	Gung Ho
1693	The Money Pit
1694	A View to a Kill
1695	Lifeforce
1696	Police Academy
1697	Police Academy 2: Their First Assignment
1698	Police Academy 3: Back in Training
1699	Police Academy 4: Citizens on Patrol
1700	Police Academy 5: Assignment Miami Beach
1701	Police Academy 6: City Under Siege
1702	Babe: Pig in the City
1703	Home Fries
1704	Very Bad Things
1705	Steam: The Turkish Bath
1706	Psycho
1707	Little Voice
1708	A Simple Plan
1709	Jack Frost
1710	Star Trek: Insurrection
1711	The Prince of Egypt
1712	Rushmore
1713	Shakespeare in Love
1714	Miracle on 34th Street
1715	Santa Claus: The Movie
1716	Prancer
1717	Pale Rider
1718	Rambo: First Blood Part II
1719	First Blood
1720	Rambo III
1721	The Jewel of the Nile
1722	Romancing the Stone
1723	Cocoon
1724	Cocoon: The Return
1725	Rocky II
1726	Rocky III
1727	Rocky IV
1728	Rocky V
1729	Clue
1730	Young Sherlock Holmes
1731	Back to School
1732	Nothing in Common
1733	Extremities
1734	The Karate Kid
1735	The Karate Kid, Part II
1736	The Karate Kid, Part III
1737	National Lampoon's Christmas Vacation
1738	You've Got Mail
1739	The General
1740	The Thin Red Line
1741	The Faculty
1742	Mighty Joe Young
1743	Mighty Joe Young
1744	Patch Adams
1745	Stepmom
1746	A Civil Action
1747	Down in the Delta
1748	Wilde
1749	Another Day in Paradise
1750	The Hi-Lo Country
1751	Hilary and Jackie
1752	Playing by Heart
1753	At First Sight
1754	In Dreams
1755	Varsity Blues
1756	Virus
1757	The Garbage Pail Kids Movie
1758	Howard the Duck
1759	The Gate
1760	The Gate II: Trespassers
1761	The Boy Who Could Fly
1762	The Fly
1763	The Fly
1764	The Fly II
1765	Running Scared
1766	Armed and Dangerous
1767	The Texas Chain Saw Massacre
1768	The Texas Chainsaw Massacre 2
1769	Leatherface: Texas Chainsaw Massacre III
1770	Texas Chainsaw Massacre: The Next Generation
1771	Ruthless People
1772	Trick or Treat
1773	Deadly Friend
1774	The Name of the Rose
1775	Jumpin' Jack Flash
1776	Peggy Sue Got Married
1777	Crocodile Dundee
1778	Crocodile Dundee II
1779	Tough Guys
1780	Soul Man
1781	The Color of Money
1782	52 Pick-Up
1783	Heartbreak Ridge
1784	Firewalker
1785	¡Three Amigos!
1786	Gloria
1787	Still Crazy
1788	The Day of the Beast
1789	She's All That
1790	The 24 Hour Woman
1791	Peeping Tom
1792	Payback
1793	Simply Irresistible
1794	20 Dates
1795	The Last Days
1796	Fantastic Planet
1797	Blast from the Past
1798	Message in a Bottle
1799	My Favorite Martian
1800	Jawbreaker
1801	October Sky
1802	Office Space
1803	200 Cigarettes
1804	8MM
1805	The Other Sister
1806	Eight Days a Week
1807	Just the Ticket
1808	The Long Goodbye
1809	The Ballad of Narayama
1810	Pet Sematary
1811	Pet Sematary II
1812	Children of the Corn II: The Final Sacrifice
1813	Children of the Corn III: Urban Harvest
1814	Christine
1815	Night Shift
1816	House on Haunted Hill
1817	Airport
1818	Airport 1975
1819	Airport '77
1820	Rollercoaster
1821	The Towering Inferno
1822	Alligator
1823	Meteor
1824	Westworld
1825	Logan's Run
1826	Planet of the Apes
1827	Beneath the Planet of the Apes
1828	Battle for the Planet of the Apes
1829	Conquest of the Planet of the Apes
1830	Escape from the Planet of the Apes
1831	Avalanche
1832	Earthquake
1833	The Concorde... Airport '79
1834	Beyond the Poseidon Adventure
1835	Analyze This
1836	The Corruptor
1837	Cruel Intentions
1838	Lock, Stock and Two Smoking Barrels
1839	The School of Flesh
1840	The Deep End of the Ocean
1841	The Rage: Carrie 2
1842	Wing Commander
1843	The Haunting
1844	Dead Ringers
1845	My Boyfriend's Back
1846	Village of the Damned
1847	Children of the Damned
1848	Baby Geniuses
1849	Telling You
1850	I Stand Alone
1851	Forces of Nature
1852	The King and I
1853	Ravenous
1854	Bandits
1855	Dangerous Beauty
1856	The King and I
1857	Doug's 1st Movie
1858	Edtv
1859	The Mod Squad
1860	Among Giants
1861	A Walk on the Moon
1862	The Matrix
1863	10 Things I Hate About You
1864	Tango
1865	The Out-of-Towners
1866	Go
1867	Never Been Kissed
1868	Twin Dragons
1869	Cookie's Fortune
1870	Lovers of the Arctic Circle
1871	Goodbye Lover
1872	Life
1873	Friends & Lovers
1874	Hideous Kinky
1875	The Joyriders
1876	SLC Punk
1877	Lost & Found
1878	Pushing Tin
1879	Election
1880	eXistenZ
1881	The Mighty Peking Man
1882	Entrapment
1883	Idle Hands
1884	Heaven
1885	Three Seasons
1886	Mildred Pierce
1887	Night of the Comet
1888	Chopping Mall
1889	My Science Project
1890	Dick Tracy
1891	The Mummy
1892	The Castle
1893	This Is My Father
1894	A Midsummer Night's Dream
1895	Trippin'
1896	After Life
1897	Star Wars: Episode I - The Phantom Menace
1898	The Love Letter
1899	Besieged
1900	Frogs for Snakes
1901	The Mummy
1902	The Mummy
1903	The Mummy's Curse
1904	The Mummy's Ghost
1905	The Mummy's Hand
1906	The Mummy's Tomb
1907	Mommie Dearest
1908	Superman
1909	Superman II
1910	Superman III
1911	Superman IV: The Quest for Peace
1912	Dracula
1913	House of Dracula
1914	House of Frankenstein
1915	Frankenstein
1916	Son of Frankenstein
1917	The Ghost of Frankenstein
1918	The Curse of Frankenstein
1919	Son of Dracula
1920	The Wolf Man
1921	Howling II: Stirba - Werewolf Bitch
1922	Tarantula
1923	The Rocky Horror Picture Show
1924	It Came from Hollywood
1925	The Thing from Another World
1926	It Came from Outer Space
1927	The War of the Worlds
1928	It Came from Beneath the Sea
1929	Invasion of the Body Snatchers
1930	Earth vs. the Flying Saucers
1931	It Conquered the World
1932	The Mole People
1933	Swamp Thing
1934	Pork Chop Hill
1935	Run Silent, Run Deep
1936	Notting Hill
1937	The Thirteenth Floor
1938	Twice Upon a Yesterday
1939	Buena Vista Social Club
1940	Desert Blue
1941	A Place at the Table
1942	Floating
1943	Free Enterprise
1944	Limbo
1945	Austin Powers: The Spy Who Shagged Me
1946	The Red Dwarf
1947	Tarzan
1948	The General's Daughter
1949	An Ideal Husband
1950	The Legend of 1900
1951	Run Lola Run
1952	Big Daddy
1953	Arachnophobia
1954	South Park: Bigger, Longer & Uncut
1955	Wild Wild West
1956	Summer of Sam
1957	Broken Vessels
1958	Les Amants du Pont-Neuf
1959	American Pie
1960	Arlington Road
1961	Muppets from Space
1962	The Blair Witch Project
1963	My Life So Far
1964	Eyes Wide Shut
1965	Lake Placid
1966	The Wood
1967	The Velocity of Gary
1968	Ghostbusters
1969	Ghostbusters II
1970	Drop Dead Gorgeous
1971	The Haunting
1972	Inspector Gadget
1973	Trick
1974	Deep Blue Sea
1975	Mystery Men
1976	Runaway Bride
1977	Twin Falls Idaho
1978	The Killing
1979	Killer's Kiss
1980	Spartacus
1981	Lolita
1982	Barry Lyndon
1983	The 400 Blows
1984	Jules and Jim
1985	Vibes
1986	The Mosquito Coast
1987	The Golden Child
1988	Assassination
1989	Crimes of the Heart
1990	The Color Purple
1991	The Kindred
1992	No Mercy
1993	Little Shop of Horrors
1994	The Little Shop of Horrors
1995	Allan Quatermain and the Lost City of Gold
1996	The Morning After
1997	From the Hip
1998	Outrageous Fortune
1999	The Bedroom Window
2000	Deadtime Stories
2001	Wanted: Dead or Alive
2002	Frances
2003	Dick
2004	The Gambler
2005	The Iron Giant
2006	The Sixth Sense
2007	The Thomas Crown Affair
2008	The Yards
2009	Bowfinger
2010	Brokedown Palace
2011	Detroit Rock City
2012	Better Than Chocolate
2013	Head On
2014	Never Talk to Strangers
2015	The Raven
2016	The Tingler
2017	The Pit and the Pendulum
2018	The Tomb of Ligeia
2019	The Masque of the Red Death
2020	Tales of Terror
2021	Haunted Honeymoon
2022	Cat's Eye
2023	And Now for Something Completely Different
2024	Damien: Omen II
2025	Omen III: The Final Conflict
2026	Airplane!
2027	Airplane II: The Sequel
2028	An American Werewolf in Paris
2029	National Lampoon’s European Vacation
2030	National Lampoon's Vacation
2031	Funny Farm
2032	Big
2033	Problem Child
2034	Little Nemo: Adventures In Slumberland
2035	Oscar and Lucinda
2036	Tequila Sunrise
2037	The Pelican Brief
2038	A Christmas Story
2039	Mickey Blue Eyes
2040	Teaching Mrs. Tingle
2041	Universal Soldier: The Return
2042	Universal Soldier
2043	Perfect Blue
2044	The Bat
2045	Three Days of the Condor
2046	Medicine Man
2047	On the Ropes
2048	The 13th Warrior
2049	The Astronaut's Wife
2050	Dudley Do-Right
2051	The Muse
2052	The Very Thought of You
2053	Chill Factor
2054	Outside Providence
2055	Bedrooms and Hallways
2056	Stigmata
2057	Stir of Echoes
2058	Best Laid Plans
2059	Whiteboyz
2060	The Adventures of Milo and Otis
2061	Only Angels Have Wings
2062	Othello
2063	Queens Logic
2064	Public Access
2065	A Soldier's Story
2066	Alice Sweet Alice
2067	Don't Look in the Basement
2068	Nightmares
2069	I Saw What You Did
2070	Yellow Submarine
2071	American Beauty
2072	Stop Making Sense
2073	Blue Streak
2074	For Love of the Game
2075	Caligula
2076	A Hard Day's Night
2077	Splendor
2078	The Buddy Holly Story
2079	Fright Night
2080	Fright Night Part 2
2081	Barefoot in the Park
2082	Deliverance
2083	Excalibur
2084	Lulu on the Bridge
2085	The Pajama Game
2086	Sommersby
2087	Thumbelina
2088	Tommy
2089	Hell Night
2090	Armour of God II: Operation Condor
2091	Armour of God
2092	Double Jeopardy
2093	Jakob the Liar
2094	Mumford
2095	Dog Park
2096	Guinevere
2097	The Adventures of Elmo in Grouchland
2098	Drive Me Crazy
2099	Mystery, Alaska
2100	Three Kings
2101	Happy, Texas
2102	New Rose Hotel
2103	Plunkett & MacLeane
2104	Alvarez Kelly
2105	The Dark Half
2106	Gulliver's Travels
2107	Monkey Shines
2108	Phantasm
2109	Psycho II
2110	Psycho III
2111	Rain
2112	Sanjuro
2113	Random Hearts
2114	Superstar
2115	Boys Don't Cry
2116	The Grandfather
2117	The Limey
2118	The Mating Habits of the Earthbound Human
2119	Molly
2120	Risky Business
2121	Total Recall
2122	Body Heat
2123	Ferris Bueller's Day Off
2124	The Year of Living Dangerously
2125	Children of Paradise
2126	High Plains Drifter
2127	Hang 'em High
2128	Drunken Master
2129	The Conformist
2130	Hairspray
2131	Brief Encounter
2132	The Razor's Edge
2133	Reds
2134	Days of Heaven
2135	The Lady Eve
2136	Sullivan's Travels
2137	Man Facing Southeast
2138	Niagara
2139	Gilda
2140	South Pacific
2141	Flashdance
2142	The Dirty Dozen
2143	Mike's Murder
2144	Help!
2145	Goldfinger
2146	From Russia with Love
2147	Dr. No
2148	The Blue Lagoon
2149	A Fistful of Dollars
2150	Hard Eight
2151	Home Alone 2: Lost in New York
2152	Penitentiary II
2153	Someone to Watch Over Me
2154	Fight Club
2155	Fever Pitch
2156	The Bad Seed
2157	Time Bandits
2158	A Man and a Woman
